AxialMass,CoinFraction,FlavorRatio,FluxNormalization_Above1GeV,FluxNormalization_Below1GeV,FluxTilt,IceAbsorption,IceScattering,NCHad,NCoverCC,NuNubarRatio,OffSet,OptEffHeadon,OptEffLateral,OptEffOverall,XSecNuTau,ZenithFluxDown,ZenithFluxUp,chi2,dcp,dcp24,dm21,dm31,dm41,sin2theta12,sin2theta13,sin2theta14,sin2theta23,sin2theta24,sin2theta34
0.38812704684031313,0.12085554362158515,0.9863704460511125,0.9846162633222657,1.0,0.013332092721349862,1.00466376935674,1.0209616465045466,0.9553681131510793,1.0530073398064062,0.9186287689600376,0.1476339193934536,-8.885707069405624,25.146938377393052,0.9740515020227136,1.0467883664593334,0.043032910838997004,0.018614841508734596,2056.901756545135,1.36,0,7.41e-05,0.002511,0.005994842503189409,0.303,0.022,0,0.572,0.021544346900318832,0
