AxialMass,CoinFraction,FlavorRatio,FluxNormalization_Above1GeV,FluxNormalization_Below1GeV,FluxTilt,IceAbsorption,IceScattering,NCHad,NCoverCC,NuNubarRatio,OffSet,OptEffHeadon,OptEffLateral,OptEffOverall,XSecNuTau,ZenithFluxDown,ZenithFluxUp,chi2,dcp,dcp24,dm21,dm31,dm41,sin2theta12,sin2theta13,sin2theta14,sin2theta23,sin2theta24,sin2theta34
0.3795218438973369,0.21308057532763788,0.9970550037215595,0.9848416598996087,1.0,0.009806800444554262,1.1540153664281643,0.960728774716632,1.008165753597547,1.0933020957651265,0.9278953702503571,0.09364216615033133,-4.579282337367558,24.637928515987237,1.0302085816393183,1.0091693570774405,-0.03586790274044842,0.16446376761464587,2501.4903366075987,1.36,0,7.41e-05,0.002511,0.0016681005372000592,0.303,0.022,0,0.572,0.46415888336127775,0
