AxialMass,CoinFraction,FlavorRatio,FluxNormalization_Above1GeV,FluxNormalization_Below1GeV,FluxTilt,IceAbsorption,IceScattering,NCHad,NCoverCC,NuNubarRatio,OffSet,OptEffHeadon,OptEffLateral,OptEffOverall,XSecNuTau,ZenithFluxDown,ZenithFluxUp,chi2,dcp,dcp24,dm21,dm31,dm41,sin2theta12,sin2theta13,sin2theta14,sin2theta23,sin2theta24,sin2theta34
0.5285378158794466,0.14052528579291773,0.9876753129374451,0.9805292065509955,1.0,0.020332659130431953,1.0174766261435126,1.035394366803568,0.9847150521721572,1.0828481881311516,0.9256939282824832,0.11763154662199624,-9.392784116677504,26.479624963779642,0.9981228889353986,1.0138599652945144,0.05098063567416858,-0.020003872286792956,1482.1736785454539,1.36,0,7.41e-05,0.002511,0.021544346900318846,0.303,0.022,0,0.572,0.004641588833612777,0
