AxialMass,CoinFraction,FlavorRatio,FluxNormalization_Above1GeV,FluxNormalization_Below1GeV,FluxTilt,IceAbsorption,IceScattering,NCHad,NCoverCC,NuNubarRatio,OffSet,OptEffHeadon,OptEffLateral,OptEffOverall,XSecNuTau,ZenithFluxDown,ZenithFluxUp,chi2,dcp,dcp24,dm21,dm31,dm41,sin2theta12,sin2theta13,sin2theta14,sin2theta23,sin2theta24,sin2theta34
0.34500200791695135,0.1829432650848783,0.9884334869434465,1.0147430100525003,1.0,0.011726063051322459,1.1910633798641725,1.0086441404595032,0.95237567676778,1.0418777190899091,0.9190862964956794,0.12924424578588312,-0.6890413023107052,25.951207111661546,0.9710809484257819,0.6227907406746311,-0.038100507472264296,0.21673792746252693,,1.36,0,7.41e-05,0.002511,1e-05,0.303,0.022,0,0.572,0.21544346900318823,0
