AxialMass,CoinFraction,FlavorRatio,FluxNormalization_Above1GeV,FluxNormalization_Below1GeV,FluxTilt,IceAbsorption,IceScattering,NCHad,NCoverCC,NuNubarRatio,OffSet,OptEffHeadon,OptEffLateral,OptEffOverall,XSecNuTau,ZenithFluxDown,ZenithFluxUp,chi2,dcp,dcp24,dm21,dm31,dm41,sin2theta12,sin2theta13,sin2theta14,sin2theta23,sin2theta24,sin2theta34
0.6146908399599003,0.1264962730091889,0.9953478311703365,0.9700016445008534,1.0,0.01853853427907917,0.9845496041677428,1.0564217410747507,1.0089597745844963,1.0925104673684023,0.938274684217629,0.09287168187805214,-7.579611227305943,26.035567986961507,1.0221755909504673,1.0369607765393178,0.043474310563939696,-0.05752249909238119,1199.1735014614553,1.36,0,7.41e-05,0.002511,3.5938136638046256e-05,0.303,0.022,0,0.572,0.0021544346900318843,0
