AxialMass,CoinFraction,FlavorRatio,FluxNormalization_Above1GeV,FluxNormalization_Below1GeV,FluxTilt,IceAbsorption,IceScattering,NCHad,NCoverCC,NuNubarRatio,OffSet,OptEffHeadon,OptEffLateral,OptEffOverall,XSecNuTau,ZenithFluxDown,ZenithFluxUp,chi2,dcp,dcp24,dm21,dm31,dm41,sin2theta12,sin2theta13,sin2theta14,sin2theta23,sin2theta24,sin2theta34
0.4299212201891447,0.0911791927579724,0.9831836185920364,0.9870052121200866,1.0,0.017931924420499776,1.010498804042819,1.0203600938527342,0.9580969523597233,1.0557839854950586,0.9172807675483909,0.14481309254870484,-9.253277471678727,25.30492537407332,0.9743089554103085,1.0650855903684702,0.046871914736542133,0.007807430955836504,1859.738360355851,1.36,0,7.41e-05,0.002511,0.0016681005372000592,0.303,0.022,0,0.572,0.01,0
