AxialMass,FlavorRatio,FluxNormalization_Above1GeV,FluxNormalization_Below1GeV,FluxTilt,NCHad,NCoverCC,NuNubarRatio,XSecNuTau,ZenithFluxDown,ZenithFluxUp,chi2,dcp,dcp24,dm21,dm31,dm41,sin2theta12,sin2theta13,sin2theta14,sin2theta23,sin2theta24,sin2theta34
0.9993424324879765,0.9911562143371199,0.9999943273714831,1.0,0.0002714619619383775,1.0028485096989874,1.0041846071643954,1.0005909084894942,1.0094860368530254,0.019359619202672186,-0.004473440389995138,1.3084721744565302,1.3,0,7.42e-05,0.0025,0.00379269019073225,0.304,0.022,0,0.572,0.003576388859844184,0
