AxialMass,CoinFraction,FlavorRatio,FluxNormalization_Above1GeV,FluxNormalization_Below1GeV,FluxTilt,IceAbsorption,IceScattering,NCHad,NCoverCC,NuNubarRatio,OffSet,OptEffHeadon,OptEffLateral,OptEffOverall,XSecNuTau,ZenithFluxDown,ZenithFluxUp,chi2,dcp,dm21,dm31,sin2theta12,sin2theta13,sin2theta23
1.0429016022564084,-0.0017568967891523838,1.0146418286845744,1.0023169003503893,1.0,-0.002314672130919228,0.9720779529760913,0.9801608034108014,0.9893182864430992,0.9823424860513564,1.0036728872913372,-0.019339627495937508,-0.014126972786780293,26.86024138098171,1.0198216293002942,1.0247766356587236,-0.09092534731528369,0.01397804523201674,31.49614507567468,1.36,7.41e-05,0.002533333333333333,0.303,0.022,0.6666666666666666
