AxialMass,CoinFraction,FlavorRatio,FluxNormalization_Above1GeV,FluxNormalization_Below1GeV,FluxTilt,IceAbsorption,IceScattering,NCHad,NCoverCC,NuNubarRatio,OffSet,OptEffHeadon,OptEffLateral,OptEffOverall,XSecNuTau,ZenithFluxDown,ZenithFluxUp,chi2,dcp,dm21,dm31,sin2theta12,sin2theta13,sin2theta23
0.9859125726007909,0.003060843529302401,1.0009233239654898,0.9992235441218245,1.0,-0.00033655901620701067,0.9906075107063992,0.9947312454876143,1.0005000697864255,1.0014374604102751,1.0005807926780628,0.0021374611211872475,0.07676999484894208,25.27213297750316,0.9955570589317279,1.0438051913923578,-0.008504407655249586,0.0009409424517358384,9.495689797297212,1.36,7.41e-05,0.002577777777777778,0.303,0.022,0.6
