AxialMass,CoinFraction,FlavorRatio,FluxNormalization_Above1GeV,FluxNormalization_Below1GeV,FluxTilt,IceAbsorption,IceScattering,NCHad,NCoverCC,NuNubarRatio,OffSet,OptEffHeadon,OptEffLateral,OptEffOverall,XSecNuTau,ZenithFluxDown,ZenithFluxUp,chi2,dcp,dm21,dm31,sin2theta12,sin2theta13,sin2theta23
1.0028529530128691,0.0020520192981927543,0.982928239716096,1.0016906483439452,1.0,-0.00037264855989031917,0.9995271667560546,0.9948193469290613,1.0105984718706607,1.0121520562577355,1.00522913250586,0.012590116077947536,0.16812726910943177,24.393177249925955,0.9774039547885636,0.9583586841568434,0.0036177991390762445,0.00702011939038883,15.184509690772016,1.36,7.41e-05,0.0024444444444444444,0.303,0.022,0.43333333333333335
