AxialMass,CoinFraction,FlavorRatio,FluxNormalization_Above1GeV,FluxNormalization_Below1GeV,FluxTilt,IceAbsorption,IceScattering,NCHad,NCoverCC,NuNubarRatio,OffSet,OptEffHeadon,OptEffLateral,OptEffOverall,XSecNuTau,ZenithFluxDown,ZenithFluxUp,chi2,dcp,dm21,dm31,sin2theta12,sin2theta13,sin2theta23
1.1273751991250205,-0.0011887427344396745,1.0278177832916504,0.9992354640421123,1.0,-0.003961871459247916,0.9745075704087757,0.9834710978211894,0.9999018568387424,0.9661697945975092,1.0178971982932115,-0.03621478917374803,0.06955461234149632,28.156137127580887,1.0124575508353422,1.0155404348455748,-0.139800895364448,0.023010317979245902,78.31527496384524,1.36,7.41e-05,0.0024888888888888886,0.303,0.022,0.7
