AxialMass,CoinFraction,FlavorRatio,FluxNormalization_Above1GeV,FluxNormalization_Below1GeV,FluxTilt,IceAbsorption,IceScattering,NCHad,NCoverCC,NuNubarRatio,OffSet,OptEffHeadon,OptEffLateral,OptEffOverall,XSecNuTau,ZenithFluxDown,ZenithFluxUp,chi2,dcp,dm21,dm31,sin2theta12,sin2theta13,sin2theta23
0.9959839978377139,0.0008784100839757588,0.999570760210334,1.0008463098013847,1.0,-0.00031270898933302596,0.9935818467531295,0.9951716707116341,0.999176170578219,0.9989001598479439,0.9996998224898884,-0.0010181409418069758,0.025935937014481464,25.270178860073663,1.0003737394188692,1.0189486008553146,-0.014132327580873759,0.001665452681572808,2.704683859948256,1.36,7.41e-05,0.002533333333333333,0.303,0.022,0.6
