AxialMass,CoinFraction,FlavorRatio,FluxNormalization_Above1GeV,FluxNormalization_Below1GeV,FluxTilt,IceAbsorption,IceScattering,NCHad,NCoverCC,NuNubarRatio,OffSet,OptEffHeadon,OptEffLateral,OptEffOverall,XSecNuTau,ZenithFluxDown,ZenithFluxUp,chi2,dcp,dm21,dm31,sin2theta12,sin2theta13,sin2theta23
0.9978309786763193,0.0003951385965365818,0.9873245449861742,0.9993388917638341,1.0,-2.445887228144874e-05,1.0008365974953197,1.001007132555747,1.0063814423849617,1.0081571415475135,1.000404655935181,0.008989571220105328,0.02990911501630911,24.726095919783262,0.9924447662239549,0.9973223906591504,0.02099306706770893,-0.004470183286599958,2.473961076665972,1.36,7.41e-05,0.002511111111111111,0.303,0.022,0.5333333333333333
